ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list
CR103178995784220672,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR103178995784220672,Image,US,2019-06-02,2019-07-15,CA569410958624030720
CR104267237417811968,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR104267237417811968,Video,US,2019-03-12,2019-03-13,CA250882165179416576
CR105956087278075904,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR105956087278075904,Video,US,2019-03-12,2019-03-13,CA303799460801019904
CR106309717705359360,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR106309717705359360,Video,US,2019-09-16,2019-10-08,CA330915066809417728
CR106311229533847552,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR106311229533847552,Video,US,2019-03-18,2019-03-24,CA91533793256538112
CR10688902289424384,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR10688902289424384,Video,US,2019-03-20,2019-03-25,CA525005257390948352
CR106944548231446528,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR106944548231446528,Video,US,2019-03-21,2019-03-21,CA164154337247887360
CR107789248039485440,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR107789248039485440,Video,US,2019-08-08,2019-10-10,CA178824571141488640
CR107950876248768512,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR107950876248768512,Image,US,2019-06-18,2019-07-15,CA501552124614672384
CR109159651844554752,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR109159651844554752,Video,US,2019-09-16,2019-10-20,CA178824571141488640
CR1093739191730176,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR1093739191730176,Video,US,2019-07-04,2019-07-13,CA229736357554028544
CR110093824411303936,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR110093824411303936,Video,US,2019-08-02,2019-08-02,CA288348298773790720
CR110530055649624064,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR110530055649624064,Video,US,2019-02-28,2019-03-15,CA190505782674980864
CR111208454323961856,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR111208454323961856,Video,US,2019-04-22,2019-05-01,CA102357385720365056
CR111246387475120128,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR111246387475120128,Video,US,2018-10-03,2019-05-07,CA209646081091305472
CR111436328108818432,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR111436328108818432,Image,US,2019-07-15,2019-10-20,CA518323250351046656
CR111448422736723968,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR111448422736723968,Video,US,2019-08-08,2019-10-09,CA55632539586396160
CR11190554469597184,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR11190554469597184,Image,US,2019-07-31,2019-10-18,CA518323250351046656
CR11194952516108288,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR11194952516108288,Video,US,2019-08-25,2019-08-28,CA332158889338339328
CR112429187108700160,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR112429187108700160,Image,US,2019-08-30,2019-10-20,CA30791273380052992
CR112477565620322304,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR112477565620322304,Image,US,2019-08-14,2019-08-19,CA521742181757616128
CR112739661704593408,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR112739661704593408,Video,US,2019-09-16,2019-10-09,CA245909623842799616
CR113406652945793024,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR113406652945793024,Image,US,2019-07-16,2019-07-21,CA474087423664455680
CR11383793638178816,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR11383793638178816,Video,US,2019-03-20,2019-03-23,CA43120097262305280
CR113967128998051840,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR113967128998051840,Video,US,2019-02-14,2019-02-15,CA190505782674980864
CR115068564771176448,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR115068564771176448,Image,US,2019-05-15,2019-05-19,CA53719939109879808
CR115797815858298880,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR115797815858298880,Video,US,2019-04-05,2019-04-22,CA551976827376107520
CR117029543759314944,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR117029543759314944,Video,US,2019-06-24,2019-06-28,CA129378983484588032
CR118660119503306752,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR118660119503306752,Image,US,2019-06-06,2019-07-14,CA308157100259803136
CR11887095085793280,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR11887095085793280,Video,US,2019-05-21,2019-07-01,CA441963267313631232
CR119969362974081024,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR119969362974081024,Video,US,2019-04-25,2019-04-29,CA250345053749248000
CR121650103936090112,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR121650103936090112,Video,US,2019-09-16,2019-10-18,CA550617831004176384
CR121859423462227968,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR121859423462227968,Video,US,2019-03-12,2019-03-12,CA229736357554028544
CR122003459485466624,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR122003459485466624,Video,US,2019-03-18,2019-03-19,CA303202975742951424
CR122170860130795520,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR122170860130795520,Video,US,2019-08-08,2019-10-09,CA229736357554028544
CR122483121433083904,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR122483121433083904,Image,US,2019-08-22,2019-10-18,CA501552124614672384
CR12285668050862080,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR12285668050862080,Image,US,2019-08-22,2019-09-15,CA569410958624030720
CR122999342142324736,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR122999342142324736,Image,US,2019-05-24,2019-05-29,CA308157100259803136
CR123417431438786560,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR123417431438786560,Video,US,2019-04-25,2019-04-29,CA250345053749248000
CR123477904578314240,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR123477904578314240,Video,US,2019-03-12,2019-03-12,CA219287148799459328
CR123857785845710848,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR123857785845710848,Video,US,2018-08-03,2019-05-01,CA247504465458888704
CR123952068967792640,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR123952068967792640,Image,US,2019-08-27,2019-10-17,CA521742181757616128
CR124114521810796544,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR124114521810796544,Video,US,2019-03-18,2019-03-25,CA53253196423888896
CR124665652014219264,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR124665652014219264,Image,US,2019-07-15,2019-07-31,CA308157100259803136
CR124957434912440320,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR124957434912440320,Video,US,2019-09-16,2019-10-16,CA102357385720365056
CR124959221618835456,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR124959221618835456,Video,US,2019-08-08,2019-10-10,CA303799460801019904
CR12506395010138112,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR12506395010138112,Video,US,2019-01-17,2019-04-09,CA190505782674980864
CR125259113415311360,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR125259113415311360,Video,US,2019-02-23,2019-02-26,CA148058586528874496
CR125510076944351232,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR125510076944351232,Video,US,2019-07-17,2019-10-20,CA550617831004176384
CR125641331144916992,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR125641331144916992,Video,US,2019-10-01,2019-10-04,CA55632539586396160
CR125824537269895168,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR125824537269895168,Image,US,2019-06-18,2019-06-18,CA515994759601324032
CR126400681362849792,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR126400681362849792,Video,US,2019-06-07,2019-06-15,CA129378983484588032
CR126460604746563584,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR126460604746563584,Video,US,2019-05-15,2019-05-17,CA494733503255019520
CR12660326638026752,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR12660326638026752,Video,US,2019-03-07,2019-03-13,CA499002357149859840
CR126626081246543872,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR126626081246543872,Video,US,2019-08-30,2019-10-08,CA441963267313631232
CR126767231051759616,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR126767231051759616,Video,US,2019-09-30,2019-10-09,CA219287148799459328
CR126845983572099072,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR126845983572099072,Video,US,2019-08-19,2019-10-05,CA196487125930082304
CR127147249758109696,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR127147249758109696,Video,US,2019-09-04,2019-09-18,CA337461833919102976
CR127237134833680384,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR127237134833680384,Video,US,2019-03-20,2019-03-25,CA237337831192657920
CR127773971385942016,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR127773971385942016,Video,US,2019-08-08,2019-08-29,CA550617831004176384
CR127831145990586368,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR127831145990586368,Video,US,2019-06-18,2019-06-18,CA525237529222316032
CR12906067486834688,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR12906067486834688,Video,US,2018-10-03,2019-03-31,CA190505782674980864
CR129951829042659328,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR129951829042659328,Video,US,2019-03-12,2019-03-13,CA250882165179416576
CR130262166199599104,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR130262166199599104,Video,US,2019-06-13,2019-06-14,CA219287148799459328
CR130585147740258304,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR130585147740258304,Image,US,2019-03-12,2019-03-13,CA505861660439740416
CR130727671935008768,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR130727671935008768,Video,US,2019-09-16,2019-10-20,CA102357385720365056
CR131103292594847744,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR131103292594847744,Video,US,2019-08-20,2019-08-31,CA528827434687004672
CR131192353036697600,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR131192353036697600,Image,US,2019-07-16,2019-07-16,CA245699891999801344
CR131316048094822400,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR131316048094822400,Image,US,2019-05-23,2019-05-28,CA149123738418282496
CR1321063220772864,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR1321063220772864,Video,US,2019-03-18,2019-03-19,CA328535723646910464
CR13213380986798080,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR13213380986798080,Video,US,2019-03-18,2019-03-25,CA480532211070664704
CR132206927391227904,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR132206927391227904,Video,US,2019-03-18,2019-03-19,CA303202975742951424
CR132484828955148288,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR132484828955148288,Image,US,2019-05-17,2019-05-19,CA47626720546652160
CR132706105670238208,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR132706105670238208,Video,US,2019-04-25,2019-04-29,CA250345053749248000
CR13422975390842880,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR13422975390842880,Video,US,2019-09-16,2019-10-20,CA102357385720365056
CR134438661117706240,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR134438661117706240,Video,US,2019-06-01,2019-06-02,CA10361797580161024
CR134798751175802880,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR134798751175802880,Image,US,2019-07-15,2019-10-20,CA284059378791743488
CR134948009879273472,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR134948009879273472,Video,US,2019-03-12,2019-03-13,CA87872969291857920
CR135299853600161792,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR135299853600161792,Video,US,2019-03-12,2019-03-13,CA196487125930082304
CR136601950245355520,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR136601950245355520,Image,US,2019-07-24,2019-07-31,CA30791273380052992
CR13667204411162624,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR13667204411162624,Image,US,2019-05-17,2019-05-19,CA47626720546652160
CR137941155407986688,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR137941155407986688,Image,US,2019-06-07,2019-06-17,CA53719939109879808
CR138104982640525312,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR138104982640525312,Image,US,2019-08-19,2019-08-21,CA501552124614672384
CR139884817087987712,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR139884817087987712,Video,US,2019-02-08,2019-02-18,CA1365593441697792
CR140068160651919360,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR140068160651919360,Video,US,2019-05-29,2019-05-30,CA499002357149859840
CR140155296948420608,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR140155296948420608,Image,US,2019-02-26,2019-03-14,CA264889943317282816
CR140508927375704064,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR140508927375704064,Video,US,2019-09-16,2019-10-01,CA105641077196718080
CR141043977221570560,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR141043977221570560,Image,US,2019-07-15,2019-10-19,CA53719939109879808
CR142336728017928192,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR142336728017928192,Video,US,2019-03-12,2019-03-12,CA247504465458888704
CR142398575546990592,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR142398575546990592,Image,US,2019-07-15,2019-07-16,CA569410958624030720
CR142691870273699840,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR142691870273699840,Video,US,2019-03-18,2019-03-25,CA136569789530243072
CR143226507802705920,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR143226507802705920,Video,US,2019-09-12,2019-09-12,CA88846586838253568
CR143562958360805376,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR143562958360805376,Video,US,2019-08-09,2019-08-27,CA129378983484588032
CR143945313529364480,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR143945313529364480,Video,US,2019-04-07,2019-04-07,CA460545838456766464
CR144036572994469888,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR144036572994469888,Video,US,2019-02-09,2019-04-02,CA10361797580161024
CR144433771570003968,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR144433771570003968,Video,US,2019-08-02,2019-10-05,CA288348298773790720
CR145001119569936384,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR145001119569936384,Image,US,2019-08-22,2019-10-17,CA474087423664455680
CR145219922383863808,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR145219922383863808,Video,US,2019-06-18,2019-06-18,CA550617831004176384
CR145352688412917760,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR145352688412917760,Video,US,2019-04-04,2019-05-02,CA530105342076387328
CR145432952761745408,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR145432952761745408,Video,US,2019-03-12,2019-03-13,CA178824571141488640
CR145688314337296384,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR145688314337296384,Image,US,2019-07-16,2019-07-16,CA29527109886017536
CR145751398816940032,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR145751398816940032,Video,US,2019-09-16,2019-10-09,CA129378983484588032
CR146349533142450176,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR146349533142450176,Image,US,2019-09-19,2019-09-19,CA368187686357303296
CR147089092151083008,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR147089092151083008,Video,US,2019-06-06,2019-06-20,CA129378983484588032
CR147435988069646336,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR147435988069646336,Video,US,2019-05-09,2019-07-03,CA499002357149859840
CR147522849488240640,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR147522849488240640,Video,US,2019-05-21,2019-06-28,CA441963267313631232
CR148296905674194944,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR148296905674194944,Video,US,2019-05-23,2019-07-13,CA303799460801019904
CR148564086999744512,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR148564086999744512,Image,US,2019-05-14,2019-05-19,CA474087423664455680
CR149206751546179584,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR149206751546179584,Image,US,2019-07-15,2019-08-03,CA30791273380052992
CR149664973017055232,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR149664973017055232,Image,US,2019-04-26,2019-05-14,CA137192113111564288
CR149947547505393664,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR149947547505393664,Video,US,2019-02-08,2019-04-01,CA247504465458888704
CR149983419072249856,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR149983419072249856,Video,US,2019-10-08,2019-10-20,CA499002357149859840
CR150053787816427520,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR150053787816427520,Video,US,2019-10-11,2019-10-14,CA178824571141488640
CR150221325900709888,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR150221325900709888,Video,US,2019-03-18,2019-03-19,CA446755213865385984
CR150710608575070208,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR150710608575070208,Video,US,2019-03-12,2019-03-13,CA114894567056080896
CR150993870258176000,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR150993870258176000,Video,US,2019-09-16,2019-10-08,CA196487125930082304
CR152399458435334144,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR152399458435334144,Video,US,2019-03-12,2019-03-12,CA10361797580161024
CR152942204862595072,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR152942204862595072,Video,US,2019-09-27,2019-10-07,CA55632539586396160
CR153630499141582848,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR153630499141582848,Video,US,2019-09-30,2019-10-02,CA332158889338339328
CR153738113842151424,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR153738113842151424,Video,US,2018-07-24,2019-01-16,CA91426590872829952
CR154742792592031744,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR154742792592031744,Image,US,2019-07-31,2019-10-20,CA569410958624030720
CR154895074952478720,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR154895074952478720,Video,US,2019-05-09,2019-06-30,CA196487125930082304
CR155978643661651968,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR155978643661651968,Video,US,2019-06-17,2019-07-14,CA196487125930082304
CR156460642071478272,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR156460642071478272,Image,US,2019-09-25,2019-10-18,CA474087423664455680
CR15676287033016320,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR15676287033016320,Video,US,2019-03-18,2019-03-24,CA159650737620516864
CR15746930655100928,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR15746930655100928,Video,US,2019-08-09,2019-10-09,CA114894567056080896
CR158028957969547264,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR158028957969547264,Video,US,2019-03-12,2019-03-13,CA219287148799459328
CR158364034138112000,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR158364034138112000,Video,US,2019-05-30,2019-05-30,CA209646081091305472
CR159848649713516544,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR159848649713516544,Video,US,2019-04-04,2019-04-07,CA247504465458888704
CR159850024103051264,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR159850024103051264,Image,US,2019-07-15,2019-07-31,CA53719939109879808
CR160151015411154944,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR160151015411154944,Video,US,2019-02-08,2019-04-01,CA460545838456766464
CR160354425062293504,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR160354425062293504,Video,US,2019-03-20,2019-03-25,CA168094986921836544
CR16096987669594112,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR16096987669594112,Video,US,2019-09-16,2019-10-15,CA459173647945302016
CR161630408306327552,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR161630408306327552,Video,US,2018-10-03,2019-04-09,CA349081747679346688
CR161688132666785792,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR161688132666785792,Video,US,2019-03-12,2019-03-12,CA190505782674980864
CR162323238070779904,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR162323238070779904,Video,US,2019-09-16,2019-10-16,CA17117197021216768
CR163167663000911872,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR163167663000911872,Video,US,2019-09-16,2019-10-09,CA196487125930082304
CR163191439939862528,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR163191439939862528,Image,US,2019-08-21,2019-09-16,CA515994759601324032
CR164390319930998784,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR164390319930998784,Video,US,2019-09-18,2019-10-08,CA548776698783465472
CR164643619922247680,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR164643619922247680,Video,US,2019-01-18,2019-04-22,CA247504465458888704
CR164858024689664000,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR164858024689664000,Video,US,2019-03-18,2019-03-25,CA246907980400820224
CR164928393433841664,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR164928393433841664,Video,US,2019-03-21,2019-03-25,CA57756796051259392
CR164985842916392960,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR164985842916392960,Video,US,2019-08-24,2019-10-06,CA245909623842799616
CR165025150457085952,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR165025150457085952,Video,US,2019-03-24,2019-03-24,CA302173832859353088
CR165043017521037312,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR165043017521037312,Image,US,2019-08-14,2019-08-20,CA521742181757616128
CR165139499666374656,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR165139499666374656,Video,US,2019-03-21,2019-03-25,CA237337831192657920
CR165491343387262976,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR165491343387262976,Video,US,2019-03-19,2019-03-25,CA109548191766020096
CR165513333619818496,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR165513333619818496,Video,US,2019-03-26,2019-03-26,CA369006547642089472
CR165593323090739200,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR165593323090739200,Image,US,2019-05-16,2019-05-28,CA128412237885865984
CR16587782172442624,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR16587782172442624,Video,US,2019-03-12,2019-03-13,CA178824571141488640
CR165990796544180224,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR165990796544180224,Video,US,2019-09-12,2019-09-12,CA229736357554028544
