ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list,num_of_days,impressions,spend_range_min_usd,spend_range_max_usd
CR484104799227215872,AR351183464155840512,https://transparencyreport.google.com/political-ads/library/advertiser/AR351183464155840512/creative/CR484104799227215872,Image,"EU, GR",2019-07-05,2019-07-05,CA97958514575540224,1,≤ 10k,0,100
CR491903085447217152,AR351183464155840512,https://transparencyreport.google.com/political-ads/library/advertiser/AR351183464155840512/creative/CR491903085447217152,Image,"EU, GR",2019-05-21,2019-05-24,CA572145444042309632,4,≤ 10k,0,100
CR495119706714275840,AR351183464155840512,https://transparencyreport.google.com/political-ads/library/advertiser/AR351183464155840512/creative/CR495119706714275840,Image,"EU, GR",2019-06-20,2019-07-05,CA343967644220653568,16,≤ 10k,0,100
CR530022603826397184,AR351183464155840512,https://transparencyreport.google.com/political-ads/library/advertiser/AR351183464155840512/creative/CR530022603826397184,Image,"EU, GR",2019-06-20,2019-07-05,CA482453332762296320,16,10k-100k,0,100
CR58270542859337728,AR351183464155840512,https://transparencyreport.google.com/political-ads/library/advertiser/AR351183464155840512/creative/CR58270542859337728,Image,"EU, GR",2019-06-21,2019-07-05,CA327642095571435520,15,≤ 10k,0,100
CR95425239785144320,AR351183464155840512,https://transparencyreport.google.com/political-ads/library/advertiser/AR351183464155840512/creative/CR95425239785144320,Image,"EU, GR",2019-06-21,2019-07-05,CA325953245711171584,15,10k-100k,0,100
CR20218919323172864,AR352116399772008448,https://transparencyreport.google.com/political-ads/library/advertiser/AR352116399772008448/creative/CR20218919323172864,Text,US,2018-11-04,2018-11-04,CA240473088599261184,1,≤ 10k,0,100
CR485407995384037376,AR352116399772008448,https://transparencyreport.google.com/political-ads/library/advertiser/AR352116399772008448/creative/CR485407995384037376,Text,US,2018-08-20,2018-08-21,CA171985608816721920,2,≤ 10k,0,100
CR529410450727632896,AR353198319213740032,https://transparencyreport.google.com/political-ads/library/advertiser/AR353198319213740032/creative/CR529410450727632896,Text,US,2018-05-31,2018-11-07,CA28200274229198848,158,≤ 10k,0,100
CR103255136964444160,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR103255136964444160,Image,US,2018-10-10,2018-11-05,"CA62863477806465024, CA8301312789708800",25,≤ 10k,0,100
CR136234988239585280,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR136234988239585280,Image,US,2018-10-18,2018-11-06,CA48622603203510272,19,≤ 10k,0,100
CR180704736024985600,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR180704736024985600,Image,US,2018-10-16,2018-11-05,CA369222601676947456,21,≤ 10k,0,100
CR197359038650908672,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR197359038650908672,Image,US,2018-10-24,2018-11-01,CA494690072545722368,2,≤ 10k,0,100
CR279001075548160000,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR279001075548160000,Image,US,2018-10-10,2018-11-05,"CA303806057870786560, CA420380678694109184",26,≤ 10k,0,100
CR296025913592643584,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR296025913592643584,Image,US,2018-09-29,2018-11-06,CA181606335559761920,38,≤ 10k,0,100
CR31303096042782720,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR31303096042782720,Image,US,2018-10-10,2018-11-05,"CA272113734711771136, CA211904477974757376",26,≤ 10k,0,100
CR39099732995342336,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR39099732995342336,Image,US,2018-10-23,2018-11-05,CA494197491336478720,13,≤ 10k,0,100
CR467738843525677056,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR467738843525677056,Image,US,2018-10-19,2018-11-06,CA461264919061331968,15,≤ 10k,0,100
CR493001222685458432,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR493001222685458432,Image,US,2018-10-19,2018-11-06,CA494690072545722368,18,≤ 10k,0,100
CR497575191057006592,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR497575191057006592,Image,US,2018-10-18,2018-11-05,CA413343804276342784,17,≤ 10k,0,100
CR527190536751153152,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR527190536751153152,Image,US,2018-11-01,2018-11-06,CA488522911825526784,6,≤ 10k,0,100
CR541977868633112576,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR541977868633112576,Image,US,2018-10-18,2018-11-05,CA242488493412974592,9,≤ 10k,0,100
CR556684936166244352,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR556684936166244352,Image,US,2018-10-19,2018-11-06,CA498419615987138560,18,≤ 10k,0,100
CR58263121155850240,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR58263121155850240,Image,US,2018-10-19,2018-11-06,CA461264919061331968,18,≤ 10k,0,100
CR59951971016114176,AR356402296097079296,https://transparencyreport.google.com/political-ads/library/advertiser/AR356402296097079296/creative/CR59951971016114176,Image,US,2018-10-18,2018-11-06,CA282246833873354752,19,≤ 10k,0,100
CR22568713110683648,AR358156841777102848,https://transparencyreport.google.com/political-ads/library/advertiser/AR358156841777102848/creative/CR22568713110683648,Image,"EU, HU",2019-10-01,2019-10-11,CA370014387487899648,11,≤ 10k,0,100
CR233657353457631232,AR358156841777102848,https://transparencyreport.google.com/political-ads/library/advertiser/AR358156841777102848/creative/CR233657353457631232,Image,"EU, HU",2019-10-01,2019-10-11,CA444042306362802176,11,10k-100k,0,100
CR252815244060000256,AR358156841777102848,https://transparencyreport.google.com/political-ads/library/advertiser/AR358156841777102848/creative/CR252815244060000256,Image,"EU, HU",2019-10-01,2019-10-11,CA55043888548675584,11,≤ 10k,0,100
CR255489256338751488,AR358156841777102848,https://transparencyreport.google.com/political-ads/library/advertiser/AR358156841777102848/creative/CR255489256338751488,Image,"EU, HU",2019-10-01,2019-10-13,CA496974995147194368,13,10k-100k,0,100
CR30995370225958912,AR358156841777102848,https://transparencyreport.google.com/political-ads/library/advertiser/AR358156841777102848/creative/CR30995370225958912,Image,"EU, HU",2019-09-30,2019-10-11,CA38999814876168192,12,≤ 10k,0,100
CR399727589716918272,AR358156841777102848,https://transparencyreport.google.com/political-ads/library/advertiser/AR358156841777102848/creative/CR399727589716918272,Image,"EU, HU",2019-09-30,2019-10-13,CA468812104313339904,14,≤ 10k,0,100
CR468319523104096256,AR358156841777102848,https://transparencyreport.google.com/political-ads/library/advertiser/AR358156841777102848/creative/CR468319523104096256,Image,"EU, HU",2019-10-01,2019-10-11,CA444042306362802176,11,10k-100k,0,100
CR485489496683446272,AR358156841777102848,https://transparencyreport.google.com/political-ads/library/advertiser/AR358156841777102848/creative/CR485489496683446272,Image,"EU, HU",2019-10-02,2019-10-11,CA38999814876168192,10,≤ 10k,0,100
CR510259294633984000,AR358156841777102848,https://transparencyreport.google.com/political-ads/library/advertiser/AR358156841777102848/creative/CR510259294633984000,Image,"EU, HU",2019-10-01,2019-10-11,CA444042306362802176,11,10k-100k,0,100
CR574470773696102400,AR358156841777102848,https://transparencyreport.google.com/political-ads/library/advertiser/AR358156841777102848/creative/CR574470773696102400,Image,"EU, HU",2019-09-30,2019-10-11,CA478382253521502208,12,≤ 10k,0,100
CR67499156268122112,AR358156841777102848,https://transparencyreport.google.com/political-ads/library/advertiser/AR358156841777102848/creative/CR67499156268122112,Image,"EU, HU",2019-09-30,2019-10-11,CA205633001088876544,12,10k-100k,0,100
CR94555938404433920,AR358156841777102848,https://transparencyreport.google.com/political-ads/library/advertiser/AR358156841777102848/creative/CR94555938404433920,Image,"EU, HU",2019-10-01,2019-10-10,CA368044062650925056,10,≤ 10k,0,100
CR220973524758560768,AR358916054556082176,https://transparencyreport.google.com/political-ads/library/advertiser/AR358916054556082176/creative/CR220973524758560768,Video,"EU, SK",2019-05-15,2019-05-22,CA378432385949106176,8,≤ 10k,0,100
CR40405128175419392,AR358916054556082176,https://transparencyreport.google.com/political-ads/library/advertiser/AR358916054556082176/creative/CR40405128175419392,Text,"AT, EU, SK",2019-05-08,2019-05-22,CA474905735193427968,10,≤ 10k,0,100
CR101733687749509120,AR359960590602469376,https://transparencyreport.google.com/political-ads/library/advertiser/AR359960590602469376/creative/CR101733687749509120,Text,US,2019-05-15,2019-08-02,CA41788313803161600,13,≤ 10k,0,100
CR364807237857705984,AR359960590602469376,https://transparencyreport.google.com/political-ads/library/advertiser/AR359960590602469376/creative/CR364807237857705984,Text,US,2019-05-14,2019-05-14,CA79013379473145856,1,≤ 10k,0,100
CR546837435149975552,AR359960590602469376,https://transparencyreport.google.com/political-ads/library/advertiser/AR359960590602469376/creative/CR546837435149975552,Text,US,2019-08-01,2019-08-01,CA551903984730767360,1,≤ 10k,0,100
CR140416568398970880,AR364457318282166272,https://transparencyreport.google.com/political-ads/library/advertiser/AR364457318282166272/creative/CR140416568398970880,Text,US,2019-09-24,2019-09-24,CA437583775061245952,1,≤ 10k,0,100
CR237640471768203264,AR364457318282166272,https://transparencyreport.google.com/political-ads/library/advertiser/AR364457318282166272/creative/CR237640471768203264,Text,US,2019-06-17,2019-08-03,CA304561147481161728,2,≤ 10k,0,100
CR409001557980348416,AR364457318282166272,https://transparencyreport.google.com/political-ads/library/advertiser/AR364457318282166272/creative/CR409001557980348416,Text,US,2019-06-07,2019-06-07,CA320899890269913088,1,≤ 10k,0,100
CR171081260502876160,AR365228625689051136,https://transparencyreport.google.com/political-ads/library/advertiser/AR365228625689051136/creative/CR171081260502876160,Image,IN,2019-04-12,2019-04-14,CA387957730058436608,2,≤ 10k,0,100
CR244546229424357376,AR365228625689051136,https://transparencyreport.google.com/political-ads/library/advertiser/AR365228625689051136/creative/CR244546229424357376,Image,IN,2019-04-12,2019-04-12,CA387957730058436608,1,≤ 10k,0,100
CR456885014492086272,AR365919668747108352,https://transparencyreport.google.com/political-ads/library/advertiser/AR365919668747108352/creative/CR456885014492086272,Image,US,2018-10-03,2018-11-06,CA323465875531235328,35,≤ 10k,0,100
CR575339250443091968,AR366955408700473344,https://transparencyreport.google.com/political-ads/library/advertiser/AR366955408700473344/creative/CR575339250443091968,Text,US,2018-08-24,2018-08-26,CA27870420740866048,3,≤ 10k,0,100
CR7604222417698816,AR366955408700473344,https://transparencyreport.google.com/political-ads/library/advertiser/AR366955408700473344/creative/CR7604222417698816,Text,US,2018-08-24,2018-08-26,CA348738700051480576,3,≤ 10k,0,100
CR22252191200837632,AR366995265996980224,https://transparencyreport.google.com/political-ads/library/advertiser/AR366995265996980224/creative/CR22252191200837632,Text,"BE, DE, EU, LT",2019-05-17,2019-05-21,CA436908812360744960,5,≤ 10k,0,100
CR112273606213369856,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR112273606213369856,Image,"BE, EU",2019-05-03,2019-05-09,CA496135105702526976,7,≤ 10k,0,100
CR138780632535793664,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR138780632535793664,Image,"BE, EU",2019-05-12,2019-05-22,CA541544935929675776,11,≤ 10k,0,100
CR150041830627475456,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR150041830627475456,Image,"BE, EU",2019-05-12,2019-05-22,CA690768180150272,11,≤ 10k,0,100
CR204034448621043712,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR204034448621043712,Image,"BE, EU",2019-05-03,2019-05-09,CA572133349414404096,7,≤ 10k,0,100
CR222767927735091200,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR222767927735091200,Image,"BE, EU",2019-05-12,2019-05-23,CA184282821739675648,12,10k-100k,0,100
CR230682212431822848,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR230682212431822848,Image,"BE, EU",2019-05-06,2019-05-09,CA487994321610473472,4,≤ 10k,0,100
CR280679205170053120,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR280679205170053120,Image,"BE, EU",2019-05-12,2019-05-22,CA490316490168336384,11,≤ 10k,0,100
CR296523167726305280,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR296523167726305280,Image,"BE, EU",2019-05-12,2019-05-22,CA568285058717188096,11,≤ 10k,0,100
CR322304516374396928,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR322304516374396928,Image,"BE, EU",2019-05-12,2019-05-22,CA312283567398846464,11,≤ 10k,0,100
CR349112808882831360,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR349112808882831360,Image,"BE, EU",2019-05-06,2019-05-09,CA53889538778464256,4,≤ 10k,0,100
CR359175539300237312,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR359175539300237312,Image,"BE, EU",2019-05-12,2019-05-22,CA99347747517235200,11,≤ 10k,0,100
CR369469167159476224,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR369469167159476224,Image,"BE, EU",2019-05-12,2019-05-23,CA204830495039553536,12,≤ 10k,0,100
CR418144546921119744,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR418144546921119744,Image,"BE, EU",2019-05-12,2019-05-22,CA316013110840262656,11,≤ 10k,0,100
CR4270778040188928,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR4270778040188928,Image,"BE, EU",2019-05-12,2019-05-22,CA99347747517235200,11,≤ 10k,0,100
CR448508660033781760,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR448508660033781760,Image,"BE, EU",2019-05-12,2019-05-22,CA230233611687690240,11,≤ 10k,0,100
CR489357716028915712,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR489357716028915712,Image,"BE, EU",2019-05-12,2019-05-22,CA316013110840262656,11,≤ 10k,0,100
CR558635744671825920,AR369049153717665792,https://transparencyreport.google.com/political-ads/library/advertiser/AR369049153717665792/creative/CR558635744671825920,Image,"BE, EU",2019-05-12,2019-05-23,CA334097878093922304,12,≤ 10k,0,100
CR253013843347767296,AR371219589670895616,https://transparencyreport.google.com/political-ads/library/advertiser/AR371219589670895616/creative/CR253013843347767296,Image,"EU, GR",2019-07-01,2019-07-06,CA13288972411207680,6,10k-100k,0,100
CR30133490548736000,AR371219589670895616,https://transparencyreport.google.com/political-ads/library/advertiser/AR371219589670895616/creative/CR30133490548736000,Image,"EU, GR",2019-05-18,2019-05-21,CA13288972411207680,4,10k-100k,0,100
CR485857420761890816,AR371219589670895616,https://transparencyreport.google.com/political-ads/library/advertiser/AR371219589670895616/creative/CR485857420761890816,Video,"EU, GR",2019-06-26,2019-06-29,CA59933004440535040,4,≤ 10k,0,100
CR429267481425608704,AR372338617630064640,https://transparencyreport.google.com/political-ads/library/advertiser/AR372338617630064640/creative/CR429267481425608704,Text,US,2019-01-14,2019-01-31,CA312736841067397120,18,≤ 10k,0,100
CR117698046829002752,AR372382598095175680,https://transparencyreport.google.com/political-ads/library/advertiser/AR372382598095175680/creative/CR117698046829002752,Image,US,2019-08-19,2019-08-21,CA327291351362174976,3,≤ 10k,0,100
CR16428627864322048,AR372382598095175680,https://transparencyreport.google.com/political-ads/library/advertiser/AR372382598095175680/creative/CR16428627864322048,Image,US,2019-08-26,2019-09-23,CA327291351362174976,3,≤ 10k,0,100
CR305784903922876416,AR372382598095175680,https://transparencyreport.google.com/political-ads/library/advertiser/AR372382598095175680/creative/CR305784903922876416,Image,US,2019-08-27,2019-09-24,CA283284497972068352,4,≤ 10k,0,100
CR343713657034637312,AR372382598095175680,https://transparencyreport.google.com/political-ads/library/advertiser/AR372382598095175680/creative/CR343713657034637312,Image,US,2019-08-27,2019-09-24,CA283284497972068352,4,≤ 10k,0,100
CR374767988571635712,AR373464517536907264,https://transparencyreport.google.com/political-ads/library/advertiser/AR373464517536907264/creative/CR374767988571635712,Text,US,2019-03-23,2019-04-03,CA83649195373756416,4,≤ 10k,0,100
CR405163987521503232,AR373464517536907264,https://transparencyreport.google.com/political-ads/library/advertiser/AR373464517536907264/creative/CR405163987521503232,Text,US,2019-03-16,2019-06-15,CA359776147526909952,19,≤ 10k,0,100
CR440422026889396224,AR373464517536907264,https://transparencyreport.google.com/political-ads/library/advertiser/AR373464517536907264/creative/CR440422026889396224,Text,US,2019-03-22,2019-04-01,CA58879397423218688,2,≤ 10k,0,100
CR476517894117654528,AR373464517536907264,https://transparencyreport.google.com/political-ads/library/advertiser/AR373464517536907264/creative/CR476517894117654528,Text,US,2019-03-15,2019-06-14,CA20072684276678656,18,≤ 10k,0,100
CR134603312983965696,AR374174802048450560,https://transparencyreport.google.com/political-ads/library/advertiser/AR374174802048450560/creative/CR134603312983965696,Text,US,2018-10-29,2018-11-06,CA8537707789680640,9,≤ 10k,0,100
CR169604341508866048,AR374597289391423488,https://transparencyreport.google.com/political-ads/library/advertiser/AR374597289391423488/creative/CR169604341508866048,Image,"EU, PL",2019-05-18,2019-05-24,CA460552710404440064,6,≤ 10k,0,100
CR224471071246516224,AR374597289391423488,https://transparencyreport.google.com/political-ads/library/advertiser/AR374597289391423488/creative/CR224471071246516224,Image,"EU, PL",2019-05-21,2019-05-24,CA400304970760454144,4,10k-100k,0,100
CR242516256081575936,AR374597289391423488,https://transparencyreport.google.com/political-ads/library/advertiser/AR374597289391423488/creative/CR242516256081575936,Image,"EU, PL",2019-05-21,2019-05-24,CA391157034017357824,4,≤ 10k,0,100
CR254461350405734400,AR374597289391423488,https://transparencyreport.google.com/political-ads/library/advertiser/AR374597289391423488/creative/CR254461350405734400,Image,"EU, PL",2019-05-21,2019-05-24,CA391157034017357824,4,10k-100k,0,100
CR120150232636850176,AR375716317350592512,https://transparencyreport.google.com/political-ads/library/advertiser/AR375716317350592512/creative/CR120150232636850176,Image,US,2018-09-13,2018-09-25,CA521674286914600960,7,≤ 10k,0,100
CR278163247687794688,AR375716317350592512,https://transparencyreport.google.com/political-ads/library/advertiser/AR375716317350592512/creative/CR278163247687794688,Image,US,2018-09-13,2018-09-27,CA521674286914600960,15,≤ 10k,0,100
CR360107650282684416,AR375716317350592512,https://transparencyreport.google.com/political-ads/library/advertiser/AR375716317350592512/creative/CR360107650282684416,Image,US,2018-09-13,2018-09-27,CA521674286914600960,15,≤ 10k,0,100
CR459208832317390848,AR375716317350592512,https://transparencyreport.google.com/political-ads/library/advertiser/AR375716317350592512/creative/CR459208832317390848,Text,US,2018-08-01,2018-08-24,CA204192503417536512,14,≤ 10k,0,100
CR95362842500268032,AR375716317350592512,https://transparencyreport.google.com/political-ads/library/advertiser/AR375716317350592512/creative/CR95362842500268032,Text,US,2018-08-01,2018-08-25,CA96106112360644608,9,≤ 10k,0,100
CR38506546472157184,AR376795488013254656,https://transparencyreport.google.com/political-ads/library/advertiser/AR376795488013254656/creative/CR38506546472157184,Text,IN,2019-04-09,2019-04-10,CA391898379732385792,2,≤ 10k,0,100
CR508851232555663360,AR376795488013254656,https://transparencyreport.google.com/political-ads/library/advertiser/AR376795488013254656/creative/CR508851232555663360,Text,IN,2019-03-15,2019-04-10,CA64261506841182208,19,≤ 10k,0,100
CR172230525031809024,AR378984890542063616,https://transparencyreport.google.com/political-ads/library/advertiser/AR378984890542063616/creative/CR172230525031809024,Text,"EU, GR",2019-07-04,2019-07-05,CA42622293372829696,2,≤ 10k,0,100
CR399099356260597760,AR378984890542063616,https://transparencyreport.google.com/political-ads/library/advertiser/AR378984890542063616/creative/CR399099356260597760,Text,"EU, GR",2019-07-03,2019-07-04,CA545195864289705984,2,≤ 10k,0,100
CR50697106767216640,AR378984890542063616,https://transparencyreport.google.com/political-ads/library/advertiser/AR378984890542063616/creative/CR50697106767216640,Image,"EU, GR",2019-06-26,2019-06-30,CA185470844053487616,3,10k-100k,0,100
CR531878579454083072,AR378984890542063616,https://transparencyreport.google.com/political-ads/library/advertiser/AR378984890542063616/creative/CR531878579454083072,Image,"EU, GR",2019-06-30,2019-07-06,CA556032650893066240,7,≤ 10k,0,100
CR124390774107275264,AR381345816884805632,https://transparencyreport.google.com/political-ads/library/advertiser/AR381345816884805632/creative/CR124390774107275264,Image,US,2019-06-27,2019-10-20,CA321845470269800448,115,≤ 10k,0,100
CR136992551751122944,AR381345816884805632,https://transparencyreport.google.com/political-ads/library/advertiser/AR381345816884805632/creative/CR136992551751122944,Image,US,2018-09-30,2018-10-15,CA281811427268755456,16,≤ 10k,0,100
CR161994071777214464,AR381345816884805632,https://transparencyreport.google.com/political-ads/library/advertiser/AR381345816884805632/creative/CR161994071777214464,Image,US,2019-06-20,2019-10-20,CA163460545410760704,100,≤ 10k,0,100
CR228283352937922560,AR381345816884805632,https://transparencyreport.google.com/political-ads/library/advertiser/AR381345816884805632/creative/CR228283352937922560,Image,US,2019-03-04,2019-10-20,CA163460545410760704,205,≤ 10k,0,100
CR262762113439629312,AR381345816884805632,https://transparencyreport.google.com/political-ads/library/advertiser/AR381345816884805632/creative/CR262762113439629312,Image,US,2019-06-20,2019-10-20,CA50861208877662208,119,≤ 10k,0,100
CR300690866551390208,AR381345816884805632,https://transparencyreport.google.com/political-ads/library/advertiser/AR381345816884805632/creative/CR300690866551390208,Image,US,2019-06-23,2019-10-19,CA471384824083382272,36,≤ 10k,0,100
CR413914175933251584,AR381345816884805632,https://transparencyreport.google.com/political-ads/library/advertiser/AR381345816884805632/creative/CR413914175933251584,Image,US,2019-06-20,2019-10-20,CA281811427268755456,122,≤ 10k,0,100
CR498919618899869696,AR381345816884805632,https://transparencyreport.google.com/political-ads/library/advertiser/AR381345816884805632/creative/CR498919618899869696,Image,US,2019-06-20,2019-10-20,CA50861208877662208,113,≤ 10k,0,100
CR501150802870534144,AR381345816884805632,https://transparencyreport.google.com/political-ads/library/advertiser/AR381345816884805632/creative/CR501150802870534144,Image,US,2018-09-30,2018-10-15,CA50861208877662208,16,≤ 10k,0,100
CR501312156201910272,AR381345816884805632,https://transparencyreport.google.com/political-ads/library/advertiser/AR381345816884805632/creative/CR501312156201910272,Image,US,2019-06-23,2019-10-02,CA471384824083382272,30,≤ 10k,0,100
CR547922653126590464,AR381345816884805632,https://transparencyreport.google.com/political-ads/library/advertiser/AR381345816884805632/creative/CR547922653126590464,Image,US,2019-06-27,2019-10-19,CA321845470269800448,101,≤ 10k,0,100
CR84166240716718080,AR381345816884805632,https://transparencyreport.google.com/political-ads/library/advertiser/AR381345816884805632/creative/CR84166240716718080,Image,US,2019-06-23,2019-10-19,CA471384824083382272,31,≤ 10k,0,100
CR9997584353460224,AR381345816884805632,https://transparencyreport.google.com/political-ads/library/advertiser/AR381345816884805632/creative/CR9997584353460224,Image,US,2019-06-20,2019-10-20,CA281811427268755456,102,≤ 10k,0,100
CR35692483899817984,AR381429517207470080,https://transparencyreport.google.com/political-ads/library/advertiser/AR381429517207470080/creative/CR35692483899817984,Image,"EU, PL",2019-10-03,2019-10-11,CA176359603510968320,9,≤ 10k,0,100
CR61977271434477568,AR382471716791648256,https://transparencyreport.google.com/political-ads/library/advertiser/AR382471716791648256/creative/CR61977271434477568,Image,US,2018-07-24,2018-09-07,"CA409880342648848384, CA99725704639283200",25,≤ 10k,0,100
CR266888992895533056,AR383080296477622272,https://transparencyreport.google.com/political-ads/library/advertiser/AR383080296477622272/creative/CR266888992895533056,Text,US,2019-09-30,2019-09-30,CA25770490970767360,1,≤ 10k,0,100
CR389219144773402624,AR383080296477622272,https://transparencyreport.google.com/political-ads/library/advertiser/AR383080296477622272/creative/CR389219144773402624,Text,US,2019-06-13,2019-06-14,CA300836002086256640,2,≤ 10k,0,100
CR489869951008505856,AR383080296477622272,https://transparencyreport.google.com/political-ads/library/advertiser/AR383080296477622272/creative/CR489869951008505856,Text,US,2019-09-30,2019-09-30,CA228995424155860992,1,≤ 10k,0,100
CR286793864210022400,AR383225706890395648,https://transparencyreport.google.com/political-ads/library/advertiser/AR383225706890395648/creative/CR286793864210022400,Image,US,2018-09-20,2018-10-29,CA475593204838694912,38,≤ 10k,0,100
CR106147677179215872,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR106147677179215872,Text,US,2019-06-27,2019-06-27,CA486589145750175744,1,≤ 10k,0,100
CR11566587446296576,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR11566587446296576,Text,US,2019-09-12,2019-09-19,CA260337690300383232,8,≤ 10k,0,100
CR123458388246921216,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR123458388246921216,Text,US,2019-06-26,2019-06-27,CA12222995888078848,2,≤ 10k,0,100
CR155616904336113664,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR155616904336113664,Text,US,2019-06-26,2019-06-27,CA496359955830407168,2,≤ 10k,0,100
CR163280500381712384,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR163280500381712384,Text,US,2019-07-20,2019-07-25,CA174292659089702912,2,≤ 10k,0,100
CR171168396799377408,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR171168396799377408,Text,US,2019-06-26,2019-06-27,CA455686821695717376,2,≤ 10k,0,100
CR17623797003714560,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR17623797003714560,Text,US,2019-06-27,2019-06-27,CA294120185063800832,1,≤ 10k,0,100
CR189036560262365184,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR189036560262365184,Text,US,2019-07-18,2019-07-31,CA288068473064521728,14,≤ 10k,0,100
CR204804656516300800,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR204804656516300800,Text,US,2019-06-27,2019-06-27,CA350073782045507584,1,≤ 10k,0,100
CR209396217073893376,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR209396217073893376,Text,US,2019-06-26,2019-06-26,CA169929796950687744,1,≤ 10k,0,100
CR236136339861405696,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR236136339861405696,Text,US,2019-06-27,2019-06-27,CA398321451783946240,1,≤ 10k,0,100
CR247729590464675840,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR247729590464675840,Text,US,2019-06-26,2019-06-26,CA380392265425616896,1,≤ 10k,0,100
CR272217913438502912,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR272217913438502912,Text,US,2019-06-26,2019-06-27,CA259920975393456128,2,≤ 10k,0,100
CR280188822984065024,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR280188822984065024,Text,US,2019-05-16,2019-06-26,CA51428831755501568,3,≤ 10k,0,100
